source	name	host	bias	factuality	country	detail
courier-tribune.com	asheboro courier-tribune	https://courier-tribune.com	least biased	high	united states	https://mediabiasfactcheck.com/asheboro-courier-tribune/
citizen-times.com	asheville citizen-times	https://www.citizen-times.com	left-center	high	united states	https://mediabiasfactcheck.com/asheville-citizen-times/
atimes.com	asia times	https://www.atimes.com	least biased	high	hong kong sar china	https://mediabiasfactcheck.com/asia-times/
asia-pacificresearch.com	asia-pacific research	https://asia-pacificresearch.com	conspiracy-pseudoscience	mixed	canada	https://mediabiasfactcheck.com/asia-pacific-research/
asiancorrespondent.com	asian correspondent	https://asiancorrespondent.com	left-center	high	united kingdom	https://mediabiasfactcheck.com/asian-correspondent/
aninews.in	asian news international	https://www.aninews.in	right-center	mixed	india	https://mediabiasfactcheck.com/asian-news-international-ani/
asiannews.it	asiannews.it	https://asiannews.it	right	mixed	italy	https://mediabiasfactcheck.com/asiannews-it/
assassinationscience.com	assassination science	https://assassinationscience.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/assassination-science/
apnews.com	associated press	https://apnews.com	least biased	very high	united states	https://mediabiasfactcheck.com/associated-press/
aapsonline.org	association of american physicians and surgeons (aaps)	https://aapsonline.org	questionable sources	low	united states	https://mediabiasfactcheck.com/association-of-american-physicians-and-surgeons-aaps/
aina.org	assyrian international news agency	https://www.aina.org	right	mixed	united states	https://mediabiasfactcheck.com/assyrian-international-news-agency/
astronomy.com	astronomy magazine	https://www.astronomy.com	pro-science	very high	united states	https://mediabiasfactcheck.com/astronomy-magazine/
magazine.atavist.com	atavist magazine	https://magazine.atavist.com	left-center	very high	united states	https://mediabiasfactcheck.com/atavist-magazine/
atlantablackstar.com	atlanta black star	https://atlantablackstar.com	left-center	high	united states	https://mediabiasfactcheck.com/atlanta-black-star/
ajc.com	atlanta journal-constitution	https://www.ajc.com	left-center	high	united states	https://mediabiasfactcheck.com/atlanta-journal-constitution/
theatlantic.com	atlantic	https://www.theatlantic.com	left-center	high	united states	https://mediabiasfactcheck.com/the-atlantic/
atlanticcouncil.org	atlantic council	https://www.atlanticcouncil.org	left-center	high	united states	https://mediabiasfactcheck.com/atlantic-council/
atlanticmedia.com	atlantic media	https://www.atlanticmedia.com	left-center	high	united states	https://mediabiasfactcheck.com/atlantic-media/
atlasobscura.com	atlas obscura	https://atlasobscura.com	least biased	high	united states	https://mediabiasfactcheck.com/atlas-obscura/
atomicmonkey.wordpress.com	atomic monkey	https://atomicmonkey.wordpress.com	satire		unknown or invalid region	https://mediabiasfactcheck.com/atomic-monkey/
attn.com	attn:	https://www.attn.com	left-center	high	united states	https://mediabiasfactcheck.com/attn/
statesman.com	austin american-statesman	https://www.statesman.com	left-center	high	united states	https://mediabiasfactcheck.com/austin-american-statesman/
austindailyherald.com	austin daily herald	https://austindailyherald.com	left-center	high	united states	https://mediabiasfactcheck.com/austin-daily-herald-minnesota/
australiannationalreview.com	australian national review	https://www.australiannationalreview.com	conspiracy-pseudoscience	low	australia	https://mediabiasfactcheck.com/australian-national-review/
skeptics.com.au	australian skeptics inc.	https://www.skeptics.com.au	pro-science	high	australia	https://mediabiasfactcheck.com/australian-skeptics-inc/
autismspeaks.org	autism speaks	https://www.autismspeaks.org	conspiracy-pseudoscience	mostly factual	united states	https://mediabiasfactcheck.com/autism-speaks/
autisticadvocacy.org	autistic self advocacy network (asan)	https://autisticadvocacy.org	pro-science	very high	united states	https://mediabiasfactcheck.com/autistic-self-advocacy-network/
autostraddle.com	autostraddle	https://www.autostraddle.com	left	high	united states	https://mediabiasfactcheck.com/autostraddle/
avclub.com	av club	https://avclub.com	left-center	high	united states	https://mediabiasfactcheck.com/av-club/
awarenessact.com	awareness act	https://awarenessact.com	conspiracy-pseudoscience	low	unknown or invalid region	https://mediabiasfactcheck.com/awareness-act/
axiomnewsnetwork.com	axiom news network	https://axiomnewsnetwork.com	right	mixed	united states	https://mediabiasfactcheck.com/axiom-news-network/
axios.com	axios	https://www.axios.com	left-center	high	united states	https://mediabiasfactcheck.com/axios/
azfamily.com	azfamily.com	https://azfamily.com	least biased	high	united states	https://mediabiasfactcheck.com/azfamily-com/
bt.dk	b.t. denmark	https://bt.dk	right-center	mostly factual	denmark	https://mediabiasfactcheck.com/b-t-denmark/
babylonbee.com	babylon bee	https://babylonbee.com	satire		united states	https://mediabiasfactcheck.com/babylon-bee/
backchannel.com	backchannel	https://backchannel.com	left-center	high	united states	https://mediabiasfactcheck.com/backchannel/
backroombuzz.com	backroom buzz	https://backroombuzz.com	questionable sources	low	united states	https://mediabiasfactcheck.com/backroom-buzz/
balkaninsight.com	balkan insight	https://balkaninsight.com	left-center	high	united kingdom	https://mediabiasfactcheck.com/balkan-insight/
ballotpedia.org	ballotpedia	https://ballotpedia.org	least biased	very high	united states	https://mediabiasfactcheck.com/ballotpedia/
baltimoresun.com/citypaper/	baltimore city paper	https://baltimoresun.com/citypaper/	left	mixed	united states	https://mediabiasfactcheck.com/baltimore-city-paper/
baltimoresun.com	baltimore sun	https://www.baltimoresun.com	left-center	high	united states	https://mediabiasfactcheck.com/baltimore-sun/
bangkokpost.com	bangkok post	https://www.bangkokpost.com	least biased	high	thailand	https://mediabiasfactcheck.com/the-bangkok-post/
bangordailynews.com	bangor daily news	https://bangordailynews.com	left-center	high	united states	https://mediabiasfactcheck.com/bangor-daily-news/
bannedinformation.com	banned information	https://bannedinformation.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/banned-information/
baptistnews.com	baptist news global	https://baptistnews.com	left-center	high	united states	https://mediabiasfactcheck.com/baptist-news-global/
barenakedislam.com	bare naked islam	https://www.barenakedislam.com	questionable sources	low	united states	https://mediabiasfactcheck.com/bare-naked-islam/
basnews.com	basnews agency	https://basnews.com	questionable sources	mixed	iraq	https://mediabiasfactcheck.com/basnews-agency/
battlecreekenquirer.com	battle creek enquirer	https://www.battlecreekenquirer.com	left-center	high	united states	https://mediabiasfactcheck.com/battle-creek-enquirer/
baxterbulletin.com	baxter bulletin	https://www.baxterbulletin.com	least biased	high	united states	https://mediabiasfactcheck.com/the-baxter-bulletin/
ebar.com	bay area reporter	https://www.ebar.com	left	high	united states	https://mediabiasfactcheck.com/bay-area-reporter/
bb4sp.com	bb4sp	https://bb4sp.com	questionable sources	low	united states	https://mediabiasfactcheck.com/bb4sp/
en.bbarta24.net	bbarta24	https://en.bbarta24.net	least biased	high	bangladesh	https://mediabiasfactcheck.com/bbarta24/
bbc.com	bbc news	https://www.bbc.com	left-center	high	united kingdom	https://mediabiasfactcheck.com/bbc/
bdnews24.com	bdnews24	https://bdnews24.com	least biased	high	bangladesh	https://mediabiasfactcheck.com/bdnews24/
bearingarms.com	bearing arms	https://bearingarms.com	right	mixed	united states	https://mediabiasfactcheck.com/bearing-arms/
beaware.one	beaware	https://www.beaware.one	questionable sources	low	macedonia	https://mediabiasfactcheck.com/beaware/
beforeitsnews.com	before it's news	https://beforeitsnews.com	questionable sources	low	united states	https://mediabiasfactcheck.com/before-its-news/
beholdisrael.org	behold israel	https://beholdisrael.org	conspiracy-pseudoscience	mixed	israel	https://mediabiasfactcheck.com/behold-israel/
bjreview.com	beijing review	https://www.bjreview.com	questionable sources	mixed	china	https://mediabiasfactcheck.com/beijing-review/
beingliberal.org	being liberal	https://beingliberal.org	left	mixed	united states	https://mediabiasfactcheck.com/being-liberal/
beinglibertarian.com	being libertarian	https://beinglibertarian.com	right-center	mostly factual	united states	https://mediabiasfactcheck.com/being-libertarian/
belfercenter.org	belfer center for science and international affairs	https://www.belfercenter.org	least biased	very high	united states	https://mediabiasfactcheck.com/the-belfer-center-for-science-and-international-affairs/
beliefnet.com	beliefnet	https://www.beliefnet.com	right	mixed	united states	https://mediabiasfactcheck.com/beliefnet/
bnd.com	belleville news-democrat	https://www.bnd.com	least biased	high	united states	https://mediabiasfactcheck.com/belleville-news-democrat/
bellingcat.com	bellingcat	https://www.bellingcat.com	least biased	high	united kingdom	https://mediabiasfactcheck.com/bellingcat/
bellinghamherald.com	bellingham herald	https://bellinghamherald.com	left-center	high	united states	https://mediabiasfactcheck.com/bellingham-herald/
berkeleyside.com	berkeleyside	https://www.berkeleyside.com	left-center	high	united states	https://mediabiasfactcheck.com/berkeleyside/
berkshireeagle.com	berkshire eagle	https://www.berkshireeagle.com	left-center	high	united states	https://mediabiasfactcheck.com/berkshire-eagle/
berliner-zeitung.de	berliner zeitung	https://berliner-zeitung.de	left-center	mostly factual	united states	https://mediabiasfactcheck.com/berliner-zeitung/
berlingske.dk	berlingske	https://berlingske.dk	right-center	mostly factual	denmark	https://mediabiasfactcheck.com/berlingske/
bestdailynews.info	best daily news	https://bestdailynews.info	questionable sources	low	macedonia	https://mediabiasfactcheck.com/best-daily-news/
bettergov.org	better government association	https://www.bettergov.org	least biased	high	united states	https://mediabiasfactcheck.com/better-government-association/
bigamericannews.com	big american news	https://bigamericannews.com	satire		united states	https://mediabiasfactcheck.com/big-american-news/
bigbluevision.org	big blue vision	https://bigbluevision.org	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/big-blue-vision/
biggovernment.news	big government news	https://biggovernment.news	conspiracy-pseudoscience	very low	united states	https://mediabiasfactcheck.com/big-government-news/
bigleaguepolitics.com	big league politics	https://bigleaguepolitics.com	questionable sources	low	united states	https://mediabiasfactcheck.com/big-league-politics/
bignewsnetwork.com	big news network	https://www.bignewsnetwork.com	least biased	mostly factual	united arab emirates	https://mediabiasfactcheck.com/big-news-network/
bigthink.com	big think	https://bigthink.com	least biased	high	united states	https://mediabiasfactcheck.com/big-think/
bild.de	bild	https://bild.de	right-center	mixed	germany	https://mediabiasfactcheck.com/bild/
billingsgazette.com	billings gazette	https://billingsgazette.com	right-center	high	united states	https://mediabiasfactcheck.com/billings-gazette/
